company,title,sentiment,relevance,confidence,published_at,source,url,reasoning
"Stoke Space","Porsche SE backs US rocket startup Stoke Space with low double-digit million investment","positive","relevant","0.90","2026-09-08T18:41:21.000Z","Dealroom","https://news.google.com/rss/articles/CBMivgFBVV95cUxQTlBaV19KZGxPaE9Rdy1yVURkT1lEQllSbjJlZDJHWEdqRmtGZzVRMEdxUzhWOERCR19YWGhwenhsM0pRSlEtTkJGYzltUkJhRHRqVVJNdkYyVVhfSHFFUmRhV2hVeUR4MUVteWVIX3ZjMk5qcUhRQ1U5Z3RXNHJGdzZZNm1OOVY4Zk0td21GWUgwblF2VHlySlpWRG5fa2ljbU1PaU9wbm5KejdpaGFKQ0ZsRVp2Q05kTzl6VDhR?oc=5","Porsche SE invests in Stoke Space, indicating funding and support"
"Stoke Space","Stoke Space raises $1B as it nears its first launch","positive","relevant","0.90","2026-09-08T18:30:26.000Z","LinkedIn","https://news.google.com/rss/articles/CBMilAFBVV95cUxOR0hWUUhCQlRpTFZua282eVIzNU1HRFBQbTlYd3ltNDY4N05IOE9PbDFUUDVZSktJaTlvZE5fZjM3VUVENk1ab2pGT0tpSHIxaVJCU0NvN0I5bl83U1hkS1lneHA4bGEtN01MRXdncENpeGlveWd5RDdTV2gxOWdQaUlHcnhMU1BuZlE1ajZpYmw3V1Fp?oc=5","Funding round and launch milestone indicate company progress"
"Kodiak Robotics","Kodiak: Driverless Long-Haul Truck Launch on Track for 2026","positive","relevant","0.90","2026-09-08T18:18:58.000Z","Heavy Duty Trucking","https://news.google.com/rss/articles/CBMilgFBVV95cUxPSFp1TTR6ZkI4cmFBNG1oMTdVaFBCSFEzcFhiaUxJZmVPc2k2bEtDblpoOFFXLUJGS0NNT3lIdWtqLWIzQWVCazBPMjZBVS1jVzQtS1h6WE5YVGZYeHlDMkRiYUk5OTVYUnV0ckV0M3ZOOXE5bk42eWg4ZXR1T2J2TGFzR3Q1Y0ZrMWUwT19OTWRiT2Z5UFE?oc=5","Article mentions Kodiak Robotics' specific product launch timeline."
"Stripe","Anthropic Wants More Control Over Its Payments Stack","neutral","irrelevant","0.80","2026-09-08T18:18:53.000Z","PYMNTS.com","https://news.google.com/rss/articles/CBMirwFBVV95cUxPZFhZX19XeTRfYkFyRGJzS1RYN19wZ3h4QnBlcjBOeVBaVTFGZnA4UEZ1LXpidlcwc08wWFY2c2YtVUsydi1LR1JwaGRHU0VnR0Z4Mkc1WmtyTllUZmpablNVNmxDMGJaZktFU1B1S3BTR2FWTjc1am1PWmpBN185N2JxTmFBd0RzY0x3WVJBMDE3aC1BcHJoLUR4YWVVNy1NYmxsTGFDNVZqWllrWndJ?oc=5","Anthropic is mentioned, but the focus is on its payments stack, not Stripe's."
"Orchard","Sprouts Farmers Market proposed for shuttered San Jose store site","neutral","irrelevant","0.80","2026-09-08T18:07:17.000Z","The Mercury News","https://news.google.com/rss/articles/CBMirgFBVV95cUxQdnU2WWxSak1WNW5DUUZCZnlNUjV6V1dzeGlCOU9PdUwwRU1qNUVabWRiS2sxV092R2xONXNRM2tpN3dNM1VNcFdrMWx4ZkFkUU1UZmVWVzVYaFlsSVItNFVlbGU1UkRaa3V6LWotN1N5ZXNGZ1RNNVdWNWh3X3Z6TDJqV0JmNTNoeDlfaUo5TkRqY1liQk1ITDA2S21lOW1zMmhMZmdxSDJSUUJzQkHSAbMBQVVfeXFMTVNHMURIWWJuLWN4WHJyOGRkdDlRZVh6Q09pcTcxZE9DakpzSHNTbGhKN0NLaldtQVNYc1dlRmdRQzEyWDh0MFRyUDFOS21td3drMm1VSFFlODktMXNueVR5VlFXTnlHYzlpNVVfeG5pMVdYRFFYS0hHaWlOQUl4cENEMDF2LXlzNG1hSENZMzdGWHkya2FaRHk1LVgwbnkxYm9hY2NPdU50SHd3MlBON1BYTEU?oc=5","Article is about a grocery store chain, not a real estate tech company"
"Taranis","Taranis Resources Raises $220,000 to Advance Thor Exploration in B.C.","positive","relevant","0.90","2026-09-08T18:05:01.000Z","TipRanks","https://news.google.com/rss/articles/CBMiugFBVV95cUxQVHViUEN3OERqUXJhWm5oMWsyRmQzMThBRC1kZVFSUERROWhUNGZKSTh6U1llT2xsdG9pUnlwS25XUEhfcW56VjRLbUNtNGREWU5IOHdibWRHcEhYcmxVa29ZakdxbmpyWnMwTndTRDdWN0UxVFhYYjN6cEk2SEpfVGtYMlZnWGdpZm5adFlqUUpEOEVreTNjSXFqWFJmNk8wU0pCT3NMUzNZa0h5QmhhX3IwZVNVQzE4MGc?oc=5","Funding round for exploration in B.C. aligns with Taranis' mining sector focus"
"Guild","Q&A Forum With Long Branch School Board Candidates","neutral","irrelevant","1.00","2026-09-08T18:02:13.000Z","Patch","https://news.google.com/rss/articles/CBMiiwFBVV95cUxObnpZNXdRRnZQem55MDcwY2dnYUd3OU1HVHNCMFExRnp3bEpxSm5PZURNLU9YaG44Qm1SMXpaaFZicG85eWN5cDZib0VlZ0FiY2MxcFZCMUJRQnNMNWgzdGdBWG1vdG9HM280cFViemFfVlRNODV3MjZCTkhBOUpDdkswV0t4dE52Z1lz0gGmAUFVX3lxTFBneWQ0cWJ2VFhEZUZCT0MyZm1veUIwMjJCOWNHOFgtRXVjcHdRUkdsOHNucTdzQTNUT21Tck1iNEwyWGhvNjBOT1ZzY1NRaU5WYlVSRy1IWUE1b1VnajczYkZ4ODVndnhmdGNkY3FmZG9tcjc1YlpfNmppRGR3Z1ZYTi1YdkkxTS02dXhVQ1NLVnF2QTdkcUVSU2JFbVlLdUdSbFAtNVE?oc=5","Article is about school board candidates, not corporate education benefits"
"Arbe Robotics","Curious about the most active stocks on Tuesday?","neutral","irrelevant","1.00","2026-09-08T18:00:00.000Z","ChartMill","https://news.google.com/rss/articles/CBMioAFBVV95cUxOMzE4LVgtQnRJNkR3enRGUkJoTkFrSk9tYl9RemRFY2haQ2hmdVB6dDRqU0h5cWlhaUlDMFR0WnVSQ09VOGVJb2ZpUFhmakRtYjFQR2VqYjM2TC1FYW1zSm5YQ3BOVGdvd1FDMW1wLUxJaWFKWVhqcUdBMVZKVjV4c0JKVDg2OWFtbUdVOWhmQnRhUG5YOEctUWJmREZFeGhE?oc=5","No mention of Arbe Robotics"
"Stoke Space","Stoke Space Raises $1 Billion as Its Moses Lake Rocket Program Advances","positive","relevant","0.90","2026-09-08T17:53:20.000Z","Source ONE News","https://news.google.com/rss/articles/CBMi-AFBVV95cUxPcEVwa2dqb0lLUkxLLXowQ2tfcFMtcXZWYmFUUDRNeEhueWVONWJ5NjhaSGl6TFJ4SUQwV2swaFhLUjlJR2s4MldOYjFfTHFJdVpqZV9qR2JDYUJPbWRwbHJybDVKeFhnOThFUndLUXVObzRDcDhvM25iM0dDcmcwUEhvRlpZMzNHbGpwVVFQRkQ1Tks4STlQano3SmVJenNFanVNOVd5U0E3M2JYbE9jdFpIMjE5eGNfVnpyYmJSUUhvNlYyOEpoX1E2SUhLaHktVnhVNW5nTHFWUUlMWlloUlh1aDJ6Tk9QVkFDa01Vb1FIMWhVQXNBbg?oc=5","Funding round and program advancement indicate positive business prospects"
"Arbe Robotics","Arbe Robotics (NASDAQ: ARBE) Posts $18.5M Net Loss with One-Year Cash Runway Confirmed","negative","relevant","0.90","2026-09-08T17:42:00.000Z","Kalkine Media","https://news.google.com/rss/articles/CBMixwFBVV95cUxPS3RwUjdUV0ZLSV90eXg0Zzdndkc3M3NocmdrWDBveVVYdFlvRUg4aUg0UmdCN0poVWc1S2otYVIzNWhVSjMtNTdNOFQteHc4NGFFdnhiUWxmcThteUZ3TmhlNndUMmt3aFNyT1VMaERpUEl1ajNMVmhkUjZnTVBXSk1tMVd1UF9hYjIwQTlQSzFxdUhUSmpaQWRZeFQyVjVTbEJZSnNkWFVPaWxxTFVKaFhCMnhxblFPa3RyLXpQSlQya3dPX1FR?oc=5","Net loss and cash runway confirmation indicate financial struggles"
"Stoke Space","Stoke Space eyes Florida launch with new funding, Nova rocket upgrade","positive","relevant","0.90","2026-09-08T17:34:00.000Z","Florida Today","https://news.google.com/rss/articles/CBMi9wFBVV95cUxNUXNCWkdLaDRZWmNRWXRHMGdaMWM5ZXZGRDJOSk0taVBoeGlrREU4dmNkb25NRXcybFVwdkc0V1JwU1kwX3VncHctRi1xa2x5WnctNGtpa2xyYTFsS241M3ZVUF9nUXVXZWkzbl9uY1M0bGZrcnhodXFlNWs4dERKY01GZm8yZzY3TU1WdVRpN19wNnhyc1Bpc3NhcGtvOHZEc2J5YWJ4aExRRGZBREdVQ19HQnRoVURJMXVYamlUaVpiMzEtaUZqZ3BxV3psX1d3RjBub1lQcGY1SzZYekdkei1zdElzUXpfaGgwTHk5Tk1lLXNCZzdz?oc=5","Funding and rocket upgrade indicate company's growth and progress."
"Quantum Machines","Physicists Find Useful Energy Hiding in Quantum “Waste Heat”","neutral","relevant","0.80","2026-09-08T17:23:20.000Z","scitechdaily.com","https://news.google.com/rss/articles/CBMijAFBVV95cUxNSVhQUlgzRlUxU1lYTjFGaUlnaEZTNXdFVGM4TWNHVkRyaHMtbG11enNFelRUcnR6Vm5yZFNXVENyQWpidlZUaGRqeU1DOVg5UjhaMFF1TExUX1pYUFlpUE1kWXQtVzRxdzUtdWMzN001TlNudUdRc1huTEhxaFY5UFhtOUNyN3dTLXdtMg?oc=5","Article mentions quantum, but no direct connection to Quantum Machines' business"
"Databricks","Build durable agents with Temporal and Lakebase","positive","relevant","0.90","2026-09-08T17:22:45.000Z","Databricks","https://news.google.com/rss/articles/CBMif0FVX3lxTFBwTTFqM2s3ZExER1FQeDZMUUpNTEFMVFVOcWFTZXNyWTVrYUlCbUdEb2NDcWRRZU0yb0xIV2ZBSVF2dXZnNmttQ3RpZ1FubW9sdV9RbEExcmdiNk5Xb1VnUHNRb2Ewam1nQTZ2b082SURCZWNtbEswa0YwWXRwMFk?oc=5","Product launch with Temporal and Lakebase, indicating new feature or tool for Databricks"
"DailyPay","DailyPay Appoints Adam White as Site Lead for its Belfast Office","positive","relevant","0.90","2026-09-08T17:20:04.000Z","Sync NI","https://news.google.com/rss/articles/CBMinwFBVV95cUxObFJhdG9zZU9JcjY2VEtOSnhlWmlma0JDY05iY2tWaW4ycWlCSW1BemxGVVV0UVMybHpjRHhjY1lhc1g4VDVBV3dhLXVCbDNrVW5yTUc4WTZzdnBwS1FEQ3gtYkpaVWNuOTJxNnFYelE4UERVVzlIcnJxYlpqX01rbUNyZ1M5YXlOWDNOOHh5cV93ZG5qWHY5ZDZUNWtPb3c?oc=5","New hire suggests company growth and expansion"
"YuLife","Beyond gym perks: Why employee benefit packages are missing the mark","neutral","irrelevant","0.80","2026-09-08T17:09:33.000Z","Bizcommunity","https://news.google.com/rss/articles/CBMisgFBVV95cUxQOUQ5ZGdscnc4QVpScE9BRFNEaWg1V3RsejBoVTAxcURneV9Cc2dOWmJvUi1DdS1mdTJfTXRrbHJsdHU4RHBBSTVCREZaRkNyZ2xnbmRNaWhpUW5sLU5YOUJxNFlTeUdsem14eEcxMVV0VXpoMUtsMUExVkRuazZjUzFkamE1WlNDbERlSXprOVhLbndkTjk4dlFlNHFZVlh4QklQNkhwY1JTVGNZaTAxUDNR?oc=5","Article discusses employee benefit packages in general, no specific mention of YuLife"
"Arbe Robotics","12 Information Technology Stocks Moving In Tuesday's Intraday Session","neutral","irrelevant","0.80","2026-09-08T17:06:13.000Z","Benzinga","https://news.google.com/rss/articles/CBMixgFBVV95cUxPV1hmblh4SHFvSl9JZERXRkFkbGZyY0dvTDFUS2VoU2Y4bWNPZkJXYmNzYS1YSlhLRlhLeFhfZzhweUdFWFl6SW1iLVBSb1pEcE5PX3JrUUlfRzlicjdUUEcxTGFNT3M5cFNWNTBqN3dlS1UxdGxRN01WNEdRVWlYRzE0QXFwVHFlTzJVS2c4d2pfVzRJWXNoNzQ4ckNnaDc2YkVBcThfYWJMOU1mdllUdUdUOEgycjBMVHY0TU9HUnV0ZXpyaVE?oc=5","No mention of Arbe Robotics in the snippet"
"MasterClass","Biennale Cinema 2026 | Masterclasses of the 2026 Venice Film Festival at the Match Point Arena","neutral","relevant","0.80","2026-09-08T16:59:13.000Z","La Biennale di Venezia","https://news.google.com/rss/articles/CBMilwFBVV95cUxPdkNCMllUYVowMUIzeThGQlNzODh3QW83aEpySHNDZFlINkhoQ0ZxOHN6NUtHUWJ5elQ4WDFkR3pxWS1TNUpJcjJBSkVuMkN2Qk5Kb3pZVmMwWnRXNVdLQjRVX0J4MUp1eVNNR3AtcVhhX2VaUVB6MGJoSF9Pb1dqS2xzbGZMYkgyVFZYRno0S2dYV0EzbkZJ?oc=5","MasterClass mentioned in context of film festival masterclasses"
"SpaceX","SpaceX’s stock could jump 43% — if the company is able to accomplish this engineering feat","positive","relevant","0.80","2026-09-08T16:39:00.000Z","MarketWatch","https://news.google.com/rss/articles/CBMiyAFBVV95cUxQRk9aVnVpMUtNRThKeXJmMTVhS3Qwd3lLRjVOekY1bjVDTDByV1IyS3V2NUtwSERhX05pVnlaUnE5TGlHcHo1LWdUaDk3NzlMbkowQVBGV2hrUkw0X2tKZGhUSkpCdFlRWlRZR2ZadEJISEpXRHo3WEdoNUczRXBKZmpVZFlOVFlJY085SUlNdzU0NExFbkZadUR2cGVGVEl1Qk1xUHZmQ0NWdmU0dkQ5MkduaDBqSldCVzBlMnI1OFQ1TUgwWWJCXw?oc=5","Article discusses potential stock increase based on SpaceX's engineering capabilities."
"Stoke Space","Stoke Space targets reusable rockets as launch demand outpaces supply","positive","relevant","0.90","2026-09-08T16:31:48.000Z","CNBC","https://news.google.com/rss/articles/CBMisgFBVV95cUxQZXl4ekk5Ti1DdGhoNnZJc0VEeHB2MVdKNzh5czBlUE02cnJzZ3M4aGg4YnQ2Yl82bXZZSWFXNWFYNjFQRnpLSjR4QTVPa0w1NmZBVHV4TVFoaG5takJsTUYtRzRSd1JWcENfaF9IWG5UZnlMd1NrRnJsMlN4WHlLaVU3bXItUWRlZWRNNTV1cGNyREFsbEk1RUhQRzRYX0ZibmlUcjZpckRLS1YzV0RCaEhR?oc=5","Article mentions Stoke Space's target market and technology."
"MST","Crull receives inaugural Curators’ Outstanding Staff Award","neutral","irrelevant","0.90","2026-09-08T16:23:29.000Z","Missouri S&T","https://news.google.com/rss/articles/CBMikgFBVV95cUxNRVRraUNDeWliaFZvOXpKMk50T2VEQzVLaDdMQi1mcXlqREFJbm1TT0s4dE1DOWhUMkxLakZYVURsQ1dMMTFqOVdvVHdVRzJVaG9kcklVTjR3UlhqWFhCWl9IZ29GUC0wWG51WWpqZFJnT3RYRnRoZDdOekRNaEhaOVhYOTRrN1FjQVN4OVUtVFFkdw?oc=5","Missouri S&T is a university, not a medical technology company"
"Stoke Space","Stoke Space CEO Andy Lapsa on How Firm Will Deploy Billion-Dollar Series E Round","positive","relevant","0.90","2026-09-08T16:18:08.000Z","Yahoo Finance","https://news.google.com/rss/articles/CBMifkFVX3lxTE9tMU16NHl6YldlUTZSUzFRcVY5Zi16ZWVCTlV6Z2ZEbW5EVk5kaXM1UUJ3Q3hIY0Z4LTlKNlk4alVNbGdMWURRd3lib2tmd09fZklyNnFndFZhc1g3dnY4VzI4VjdxTTVZQ1p6QmkzeE1jQl9sczZUZ3JTTTJUUQ?oc=5","CEO interview about deploying a large funding round"
"Cyabra","Cyabra to Present at Moody Capital’s 2026 Disruptive Growth & Life Sciences Conference","neutral","relevant","0.80","2026-09-08T16:16:16.000Z","citybuzz -","https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZHhCNVNrOEg5elFMY0VINlhHMVJEODBPVkljcFctQjBIbEMzWFk3aWh5RHQ5YUNRaXlwdDJEN2h0cVd2VV95TnJHX21rZXl3X3hPZWIzNmZSRmZhSTNHRnZhbDBiV09QaUlMdEViUUZLcFEweUw4OWNSb0xtWmZHcGctZ1VzZlNoN0p0RU1vaFB2Mk85U3NISzBLSVFJZ3ZQbjhRR2VNYXlkMW1zMnZvQmJuVDB3UTl2OWZz?oc=5","Routine announcement of conference appearance with no clear upside or downside."
"Lambda","From Policy to Protection: Meet Lambda Legal’s Policy Team","neutral","irrelevant","1.00","2026-09-08T16:00:49.000Z","Lambda Legal","https://news.google.com/rss/articles/CBMijgFBVV95cUxOTkJUVFYtdmtwQ1dOcHRtanJUcHpXWDlwbnVJd1RzQ3ZjU1JrWmd6czN1UDNVOW81ZGFadEs5cV9oWnVCclAzRlo3SVhVbEZQVWRrY09kdUtuNUtTMnE4bUdpb0czWUdsTEhiNl9qTHJ0U2dnMDJMOWZRc1ktRnhXQWdpVlBjSHM3OUxJMXR3?oc=5","Different organisation, Lambda Legal is a non-profit legal rights group"
"Stoke Space","SpaceX challenger Stoke Space raises $1B as it gears up for first orbital flight","positive","relevant","0.90","2026-09-08T15:59:49.000Z","Tech Funding News","https://news.google.com/rss/articles/CBMirAFBVV95cUxNRWdzQXQxdU9jMHhfdEg2OHdGdmkxYXhmSzFMcDJaWlFiektZdmZoaDU0Qm5Seld3YlFSU1RLMnMyVTV1MmEydzRWQnVXSnNPU1pSMm45eEUySEZNdkU5NEJLMmoxRTQxWmk4NXdwV180RlJLQlRvTmFGSC1NZkkwX1VnX2QyTjNrRXYxenZEQWQxa3RjQ0dfbW9JbFB2VTY4S0RCY3RhOGlCSDls?oc=5","Funding round and orbital flight plans indicate company's growth and progress"
"SpaceX","SpaceX trades 11% above its $135 IPO price as analysts target $280 — but one investor warns valuation is 'beyond silly'","negative","relevant","0.80","2026-09-08T15:55:00.000Z","Yahoo Finance","https://news.google.com/rss/articles/CBMilgFBVV95cUxPaXJBYnBvdGxkbHBCQmxmdFVFcHJjeVZneDZxMlhERnhia2RKREdpUnVDdHNRcU5lbFlhUmV0MXBNYjZpZThlWlpTMENEYWpHSDVGamlUcUpsNE9LanFCWTRtanBramhhaDRjN1VBd21TTG1VUzE0VWdzZ0FVM0FOcVIxamNlOVJHbDZVUUQtUGVpaTRyT0E?oc=5","Analyst warning of 'beyond silly' valuation suggests negative sentiment for SpaceX's business prospects"
"Harvey","Big AI v Big Law — Jude Law, Harvey Specter and why the legal AI arms race is only just beginning","neutral","irrelevant","0.80","2026-09-08T15:32:34.000Z","Law Society of Scotland","https://news.google.com/rss/articles/CBMi5gFBVV95cUxQT2dndHk0NjZaYkQwdjF5Sy1KN2doNzRSc3Q1anFiOVJRc3RxME81NURrOGt3WjNsbVVzNVlnQ1NaUmZBT0J4ajlYOS1CemoyRWJpY1p1RTJQODVHQ0xwZ09EUzZFYzVUUlhOckROTG1EOWVTR3MycFdXVXlkUXRyUUIxaFBseXEydlVkNkg2MHVMcVVvLURHS3U4Z0loZ2wwLWNfUlpOSlhuemNYVUcwelNDVkd6M08zUExNN2RkTWpObWJkZ0d0c0lmQUM5bGJMbWQ2Uzk3M3d6SWw0VUhxaF9ZdzZjZw?oc=5","Article is about a fictional character and a TV show, not the legal AI company"
"Rewire","Target And LTK Rewire The $241 Billion Affiliate Marketing Channel","positive","relevant","0.90","2026-09-08T15:27:39.000Z","Forbes","https://news.google.com/rss/articles/CBMivgFBVV95cUxQcm51amltdElBazRfZ1RjTjc0RFRlVmI0cHo3Zi01RTFIVnBCTEN0QWpfak5wX25pOGJwY2xCSXhlTlYybkM3aGU5N25tUkVtOW9nTDJyZ1E0MWV2M1o5Z2NrbjdwLWhnYVRzLWlpdVZQQ2ppOUVpMk81bWp6b0FDVjZkTk5LTE80Z0hLVUxFR3hETHZqX012UTdMS2xUUnNqRjNmS3gzVUhsYkZZUlhJZVByNDBITE5GTV94N1lR?oc=5","Rewire mentioned as a solution in the affiliate marketing channel."
"Future Family","Selena Gomez Has 2 Words About Future Family Plans With Benny Blanco","neutral","irrelevant","0.80","2026-09-08T15:25:42.000Z","E! News","https://news.google.com/rss/articles/CBMiswFBVV95cUxQeF9zclpmUTNQUGl4QTh2czNVZDZlSHFJWTlieEhvQW9sZzlCQ2M5bXdzaERGY3BOMjBEYkxOUF9wV0lJbWRjdDJWZ3lneVctcGxRcENScWZJd0p5dlV5Ukk2U2VtTnFreG1aR2FtOVZsQjR1cnJvWTJwSDJLaFFMREdfejNzUTdGeHlJTllYeWozQnVLcWY2ZEE3cERoc1JvWWlFVmV4NE9scUE2RmtveDRnbw?oc=5","Article is about Selena Gomez's plans with Benny Blanco, not Future Family's business."
"Guild","Natural-caused wildfires outpace human-caused in unusual Utah fire year","neutral","irrelevant","1.00","2026-09-08T15:23:53.000Z","FOX 13 News Utah","https://news.google.com/rss/articles/CBMitwFBVV95cUxPZkNqQVFrRDRqSm9Hd3NlVnNBdFdUWnp1eW9pS3ZEMlkwZF9EdERneDRDcEREUzhxSldXTkM3N1FlSjgzRlJleFZsQVJwOE03dHViOGFUTXJtZEhWM25COFRCZE51aHlGWkZOb1JRMWZRZGw4bkMydnl3dTNpWWNGQmNzNTNsaDY4ZDZEc0hnYUpXRDhaYWVoTVVLRnFDM3dIOWVXdjV6U0htUUFKbDdoVS1nUWd2Z00?oc=5","No mention of Guild or corporate education benefits"
"Morphisec","When Detection Arrives After the Damage: Ransomware as a Patient-Safety Emergency","neutral","relevant","0.80","2026-09-08T15:07:40.000Z","Morphisec","https://news.google.com/rss/articles/CBMisgFBVV95cUxQQ1lEX0NTdVBCTXBMSTdRU2FLUlhobnk2MG1MT29MX1FLTzkwSG40YmREVGU2WmEzU180U2dUVEQzWFJqeU5FZTV4cVozQVYyeUpDRU5ZVXVoaFllMFhtNE40emtKZk15NkJ4eTVjS0ppeWpYQ1ZwdldOWnR1TlFnTWVCdW5aNVFXY24zWHhuSy11UFFZamlkOGhuWWtSRXRBOEZjaHpGMjNyckR4VURLU0hn?oc=5","Company mentions itself in a neutral, informative article about a relevant topic."
"Together AI","‘Democrats Are Behind’: PAC Wants Party to Catch Up on A.I.","neutral","relevant","0.80","2026-09-08T15:00:09.000Z","The New York Times","https://news.google.com/rss/articles/CBMid0FVX3lxTE9DLXIxakdfVGZzQWMzVUpfb0V1RUtJOTNkOXNKX3Q3TFFBVEo1bzM4dHRYZVdhc21aQU9yOVdfVlVZUnRMZlotbllCMEZTcWw2NzA3UkFYOF9UN3RsSDU2NnJTSUcxekZwLXRPOHNIYnZyV0ZzVXFN?oc=5","Article mentions Together AI in the context of A.I. adoption by the Democratic party."
"Lambda","Books, Classrooms, and the Fight for Inclusive Education","neutral","irrelevant","1.00","2026-09-08T14:55:23.000Z","Lambda Legal","https://news.google.com/rss/articles/CBMikwFBVV95cUxQWk9Cam0takhIcGVBVTJoVHh5VHAxakNXNUxfU1BMYnpTTmZKSE51THlmdEswXzVjalViRkxXY2xrb3JrampRMnZkdWdKU3lxZE9aME1lenZNQ293OE9XZEZ5SjNkSnJFdzZsd0MyTmZQUVVrSFdPdG5kc2UxRkdVb0ozb1AtNXJKQmphemktdThmc28?oc=5","Lambda Legal is a non-profit organisation, not related to the AI company Lambda"
"OpenEvidence","OpenEvidence launches 4 medical AI models for clinicians","positive","relevant","0.90","2026-09-08T14:51:06.000Z","MobiHealthNews","https://news.google.com/rss/articles/CBMikgFBVV95cUxPXzUzQmF1OHpGMDBiRUpEbmZwdDRBNnc2ODdjTDgxbUhwMU9UTEJOb0h2YTZ6V3JDXzZIcDI2bVNINEw5ai1nMHNpTVNCUl9TbWlDbHVHZXpyY1d4WW4xekhoQ2VVQVVSc0kyNHd4UnlzN2NnQi12SC1DeTdlY0g3cW5EWkRobGJKZzE1TkRYdFBHZw?oc=5","Launch of AI models indicates product development and market engagement."
"CB4","Tech Talk: Tour Edge Exotics CB5 and XCG6","neutral","irrelevant","0.90","2026-09-08T14:39:27.000Z","GolfWRX","https://news.google.com/rss/articles/CBMidkFVX3lxTFBUVDVFUWFQMTMwZXdkcUdqcW4yd1RoSzkwX3RtdG9RMmRTNHNDNENpLW4wLU5NUXFuZzlPTUN3b2c3MDhOSXE3Qy1PWTJkcnJPTjgzNXd0VHVZU1M2YkppQ0l3Tm8wa1BsTXpsYlBYZkNTNGxaYWc?oc=5","CB4 mentioned, but article is about a different product line"
"Arbe Robotics","Arbe Robotics Stock Rises After Level 3 Automated Driving Selection","positive","relevant","0.90","2026-09-08T14:38:41.000Z","TradingView","https://news.google.com/rss/articles/CBMixAFBVV95cUxNaXlweUk1Wmk2dTJJOVRNaEdvRF9qclNDUk1CblJtbjVERklTWlZqcFJuXzczRWpsdE15M2UtSy1LdlFsZkoxcFNlQ1hXT0xITG1KcjVTM2dPQi1Dei1JNkxod3A4QnlTY0FkR0RwbXVDaGRHTjI1ZG1laEMtUGtxSWFNNGtyR3NMU0hvYzRkdUgwcGptVlNwc0Z6UlZKQkxwb1hsSUI1bG1CTEc2dFJKV1BoNmlSMzVLbXhSeVQ5c3d3bW5B?oc=5","Company mentioned by name, context fits Arbe's technology and business"
"Groq","Groq 3 LPX accelerates agentic inference","positive","relevant","0.80","2026-09-08T14:36:47.000Z","Jon Peddie Research","https://news.google.com/rss/articles/CBMifEFVX3lxTE54Qk1aMzJSZmlkSVRGcm50bVdnN3ZQaGUwWUZSVkZGX3lzV0JXN24zZUhqQTB0NTlxNV9XQWZvZ2dPeDBZbWtaRzh6Z0xHNUpRNjctWm91YUpCUV9xVGNCU1N6QkFzajBIX01pd1dGbFJOQU43OHo1TEhGcHU?oc=5","Article mentions Groq's product, highlighting its capabilities"
"Stoke Space","Stoke Space plans more powerful rocket, raises $1 billion","positive","relevant","0.90","2026-09-08T14:32:02.000Z","Reuters","https://news.google.com/rss/articles/CBMitAFBVV95cUxQUDFTS1I1WXB4UjJqcHdsdW9FWDhFUUE1NktRREJ6cjdjRUtQR3BDQTVwajR4M1F3RUFDM3Y4S3dYeVIwb0JHWjU3dDlhUUdnWVF2am8waFlSTWhTVkFfbkZmQkpnSUkxcmo0cEVXOUg2WUVBTWdKb2RiM0o2Q19tdXE5NFZLSDFHdHRVR21odk1UaE1yYlAzZDVYdUhhX18xOERzWThLT21heExTbjhYTkZCSTk?oc=5","Funding and product development plans are indicative of a company's growth prospects."
"Stoke Space","Stoke Space raises $1 billion for reusable rockets","positive","relevant","0.90","2026-09-08T14:26:31.000Z","CNBC","https://news.google.com/rss/articles/CBMilwFBVV95cUxQVmVPd1FPNE5XYUJ5VEJYb1otWlhfcU5la3NOMnpWVHFTT2VIb1ZRMnpyVjZ2LVdZUXlhTURNS2M3UWloQWdpZkpwXy05SUIybFI2UkM2TjIyMHJkanVtNnRDbzBWT1VUUG5Sb3JqMnptWnFBbVFOWXhmNFNmWDNJY1lUdERxU2lTSkRjQmNpbTNIc2lOeFo4?oc=5","Funding round reported, indicating successful business prospects"
"Arrow Global","Arrow Global in talks to buy €70m Düsseldorf tower loan","positive","relevant","0.90","2026-09-08T14:16:56.000Z","Green Street News","https://news.google.com/rss/articles/CBMilwFBVV95cUxOUDU2eFV4VVJvLWs5dTMtZzVva2Q3YWRfRVlQQ1BYc0FiSmhHbFpBZnl6dllTUXVHUF84UVRoTkJhR2QzRW9sMFp3R3VzSTFPTC1VcnlIZmk1VGpHZW9XUGprTzZjVEZmajE3d01WTzkyWWFWV2dLcHoxeFFvaDI0N1M2eThmVTQ0cTZQQWtoVW5wMEI5SDI0?oc=5","Acquisition of €70m loan indicates business growth and expansion"
